Time,X Estimate [m],Y Estimate [m],Psi Estimate[m],xdot[m/s],ydot[m/s],psidot[rad/s],Castor 1: left_wc, Castor1: right_wc,Castor 2: left_wc, Castor2: right_wc,Castor 3: left_wc, Castor3: right_wc
25.6205,0.417216,-0.0846834,0.824258,0.146747,-0,0.258479,-28280,10003,-62274,84060,-125844,141748
25.6525,0.417961,-0.0857509,0.827219,0.148016,-0,0.258479,-28431,9872,-62331,84762,-125838,141802
25.6845,0.418685,-0.0869061,0.830081,0.149207,-0,0.258479,-28581,9766,-62352,85459,-125816,141790
25.7006,0.418936,-0.0875023,0.831465,0.150336,-0,0.258479,-28647,9736,-62353,85805,-125780,141775
25.7325,0.420259,-0.0879684,0.829926,0.151385,-0,0.258479,-28709,9623,-62353,86511,-125666,141737
25.7644,0.420781,-0.0894637,0.83188,0.151892,-0,0.258479,-28738,9458,-62352,87251,-125522,141750
25.7965,0.421348,-0.0910317,0.833161,0.153168,-0,0.258479,-28740,9228,-62351,87938,-125365,141726
25.8285,0.422068,-0.0926721,0.83396,0.15434,-0,0.258479,-28738,8914,-62348,88601,-125213,141673
25.8444,0.422398,-0.0934551,0.834363,0.155383,-0,0.258479,-28737,8752,-62348,88934,-125134,141671
25.8765,0.424026,-0.0943795,0.831101,0.15658,-0,0.258479,-28735,8412,-62348,89612,-124991,141373
25.9085,0.424869,-0.0962629,0.832031,0.157843,-0,0.258479,-28729,8028,-62350,90344,-124847,141315
25.9404,0.425767,-0.0982258,0.832577,0.159076,-0,0.258479,-28715,7612,-62370,90995,-124723,141155
25.9725,0.426774,-0.100511,0.832959,0.160193,-0,0.258479,-28693,7158,-62414,91625,-124606,140833
25.9884,0.427283,-0.101644,0.833137,0.160699,-0,0.258479,-28683,6920,-62442,91933,-124551,140671
26.0208,0.428962,-0.103006,0.830435,0.162384,-0,0.258479,-28667,6513,-62531,92575,-124456,140350
26.0527,0.429901,-0.10536,0.831589,0.164172,-0,0.258479,-28653,6060,-62619,93270,-124370,140064
26.0844,0.430775,-0.107585,0.832578,0.165582,-0,0.258479,-28638,5624,-62738,93866,-124306,139726
26.1164,0.431701,-0.109934,0.833706,0.166711,-0,0.258479,-28626,5218,-62861,94417,-124251,139245
26.1326,0.432159,-0.111138,0.834413,0.16792,-0,0.258479,-28620,5032,-62927,94686,-124223,138966
26.1645,0.432265,-0.113554,0.833688,0.16792,-0,0.258479,-28580,4657,-63061,95190,-124184,138428
26.1965,0.433061,-0.115745,0.835301,0.16792,-0,0.258479,-28520,4333,-63187,95683,-124178,137937
26.2285,0.433936,-0.117958,0.83729,0.16792,-0,0.258479,-28484,4061,-63292,96154,-124179,137343
26.2605,0.434924,-0.120245,0.839229,0.16792,-0,0.258479,-28446,3782,-63390,96595,-124180,136666
26.2765,0.435458,-0.121403,0.840243,0.16792,-0,0.258479,-28417,3645,-63430,96809,-124183,136311
26.3084,0.435411,-0.123986,0.839344,0.16792,-0,0.258479,-28332,3367,-63527,97224,-124193,135614
26.3405,0.436456,-0.126308,0.840715,0.16792,-0,0.258479,-28239,3015,-63621,97630,-124198,134961
26.3724,0.437418,-0.128743,0.842392,0.16792,-0,0.258479,-28110,2711,-63742,98025,-124206,134227
26.4044,0.438454,-0.131291,0.844134,0.16792,-0,0.258479,-27968,2396,-63867,98415,-124220,133428
26.4207,0.438987,-0.132533,0.845121,0.16792,-0,0.258479,-27903,2243,-63931,98610,-124230,133028
26.4527,0.439893,-0.134916,0.847122,0.16792,-0,0.258479,-27764,1977,-64068,98981,-124257,132255
26.4844,0.440754,-0.137243,0.849311,0.16792,-0,0.258479,-27614,1748,-64200,99337,-124293,131475
26.5163,0.441589,-0.139536,0.851731,0.16792,-0,0.258479,-27462,1561,-64309,99689,-124330,130687
26.5486,0.442416,-0.141845,0.854232,0.16792,-0,0.258479,-27315,1397,-64412,100033,-124355,129868
26.5647,0.442865,-0.143027,0.855584,0.16792,-0,0.258479,-27246,1317,-64455,100213,-124362,129447
26.5965,0.443619,-0.145341,0.857986,0.199994,-0,0.258479,-27104,1151,-64557,100564,-124369,128654
26.6282,0.444406,-0.147697,0.860279,0.199994,-0,0.258479,-26962,970,-64659,100906,-124371,127841
26.6603,0.445353,-0.150251,0.86248,0.199994,-0,-0,-26825,743,-64777,101241,-124376,126922
26.6923,0.44625,-0.152718,0.864267,0.199994,-0,-0,-26688,467,-64921,101555,-124384,126066
26.7083,0.446746,-0.153888,0.864994,0.199994,-0,-0,-26623,308,-65002,101683,-124395,125642
26.7402,0.447659,-0.156104,0.865065,0.199994,-0,-0,-26475,-149,-65196,101857,-124422,124916
26.7723,0.4487,-0.158221,0.863995,0.199994,-0,-0,-26330,-730,-65412,101919,-124465,124211
26.8045,0.449881,-0.160308,0.86242,0.199994,-0,-0,-26186,-1360,-65630,101895,-124522,123456
26.8364,0.45079,-0.162009,0.860664,0.00474854,-0,-0,-26025,-1895,-65876,101775,-124558,122757
26.8523,0.451306,-0.162736,0.860011,0.00474854,-0,-0,-25961,-2120,-65995,101688,-124591,122382
26.8846,0.452071,-0.16423,0.858215,0.00428467,-0,-0,-25808,-2646,-66294,101533,-124655,121720
26.9162,0.452755,-0.166069,0.855087,0.00428467,-0,-0,-25645,-3434,-66628,101411,-124699,121179
26.9482,0.452928,-0.16736,0.853747,0.00428467,-0,-0,-25486,-3919,-66980,101380,-124752,120743
26.9801,0.452902,-0.168262,0.853198,0.00428467,-0,-0,-25343,-4266,-67326,101380,-124835,120397
26.9962,0.452813,-0.168545,0.853048,0.00428467,-0,-0,-25279,-4388,-67476,101380,-124871,120282
27.0283,0.452554,-0.168872,0.85329,0.00428467,-0,-0,-25134,-4522,-67730,101378,-124951,120088
27.0603,0.452309,-0.168954,0.853839,0.00428467,-0,-0,-25005,-4567,-67901,101373,-125034,119973
27.0923,0.452143,-0.168931,0.854723,0.00428467,-0,-0,-24890,-4523,-67979,101367,-125095,119877
27.1243,0.45205,-0.168782,0.855747,0.00379639,-0,-0,-24798,-4435,-67994,101362,-125161,119829
27.1403,0.452002,-0.168709,0.856096,0.00379639,-0,-0,-24766,-4398,-67993,101361,-125180,119826
27.1723,0.45196,-0.168695,0.856512,0.00379639,-0,-0,-24710,-4380,-67985,101362,-125210,119814
27.2043,0.451973,-0.168681,0.856752,0.00379639,-0,-0,-24680,-4363,-67950,101362,-125223,119818
27.2362,0.451969,-0.168677,0.856662,0.00379639,-0,-0,-24674,-4375,-67930,101361,-125221,119846
27.2524,0.451956,-0.168689,0.856536,0.00379639,-0,-0,-24674,-4393,-67929,101361,-125218,119863
27.2844,0.451944,-0.16869,0.856431,0.00379639,-0,-0,-24674,-4425,-67929,101361,-125205,119893
27.3162,0.451916,-0.168707,0.856308,0.00267334,-0,-0,-24674,-4436,-67929,101362,-125194,119906
27.3482,0.451908,-0.168712,0.856257,0.00151978,-0,-0,-24674,-4440,-67929,101361,-125190,119910
27.3804,0.451909,-0.168714,0.856267,0,-0,-0,-24674,-4438,-67929,101361,-125189,119907
27.3965,0.451914,-0.168718,0.856286,-0.0231567,-0,-0,-24674,-4436,-67929,101361,-125189,119902
27.4284,0.451886,-0.168726,0.85627,-0.03479,-0,-0,-24674,-4430,-67929,101351,-125187,119890
27.4602,0.45191,-0.168624,0.856045,-0.0535645,-0,-0,-24674,-4418,-67929,101301,-125181,119885
27.4923,0.45182,-0.168456,0.855988,-0.0631409,-0,-0,-24674,-4379,-67929,101283,-125171,119932
27.5243,0.45159,-0.168164,0.856335,-0.0727905,-0,-0,-24674,-4283,-67929,101311,-125167,120041
27.5403,0.451481,-0.168077,0.856573,-0.0813721,-0,-0,-24674,-4247,-67927,101344,-125168,120094
27.5724,0.451697,-0.167792,0.85682,-0.0887756,-0,-0,-24674,-4174,-67890,101461,-125168,120148
27.6041,0.451545,-0.167652,0.857628,-0.0947571,-0,-0,-24674,-4071,-67813,101562,-125169,120271
27.6364,0.451631,-0.167746,0.859111,-0.099585,-0,-0,-24674,-3936,-67648,101713,-125171,120300
27.6686,0.451624,-0.167599,0.861215,-0.101569,-0,-0,-24677,-3681,-67426,101892,-125175,120397
27.6845,0.451778,-0.167718,0.86266,-0.106628,-0,-0,-24680,-3537,-67307,101992,-125174,120318
27.7162,0.452153,-0.166693,0.862114,-0.107904,-0,-0,-24798,-3264,-67029,102168,-125175,120274
27.7482,0.452526,-0.166481,0.864646,-0.109576,-0,-0,-24934,-2920,-66761,102328,-125174,120234
27.7804,0.4529,-0.16637,0.866917,-0.111224,-0,-0,-25058,-2628,-66522,102473,-125171,120165
27.8123,0.453133,-0.166206,0.869,-0.112732,-0,-0,-25157,-2345,-66326,102590,-125166,120109
27.8283,0.453208,-0.166176,0.870098,-0.114026,-0,-0,-25196,-2209,-66242,102661,-125162,120074
27.8602,0.453252,-0.165508,0.870553,-0.115106,-0,-0,-25268,-1931,-66096,102777,-125154,120023
27.8922,0.453324,-0.165301,0.872783,-0.116248,-0,-0,-25347,-1624,-65950,102883,-125154,119953
27.9242,0.453393,-0.165183,0.875499,-0.116736,-0,-0,-25413,-1278,-65780,103026,-125156,119850
27.9562,0.453477,-0.164982,0.878714,-0.117804,-0,-0,-25507,-850,-65580,103177,-125158,119716
27.9721,0.453525,-0.164899,0.880391,-0.118201,-0,-0,-25546,-627,-65471,103252,-125161,119638
28.0043,0.453382,-0.164726,0.883063,-0.118201,-0,-0,-25666,-148,-65244,103383,-125166,119455
28.0362,0.453511,-0.164472,0.886325,-0.118201,-0,-0,-25782,330,-65012,103489,-125169,119255
28.0682,0.453663,-0.164148,0.889067,-0.118201,-0,-0,-25904,784,-64790,103526,-125169,119036
28.1002,0.453753,-0.163821,0.891618,-0.118201,-0,-0,-26008,1233,-64574,103541,-125167,118819
28.116,0.453766,-0.163686,0.892834,-0.118201,-0,-0,-26044,1456,-64473,103542,-125165,118704
28.1481,0.453516,-0.163462,0.894417,-0.118201,-0,-0,-26127,1903,-64265,103529,-125161,118461
28.1802,0.453485,-0.163158,0.896837,-0.118201,-0,-0,-26206,2386,-64056,103503,-125161,118192
28.2121,0.453437,-0.162818,0.899324,-0.118201,-0,-0,-26299,2896,-63841,103467,-125167,117901
28.2444,0.453369,-0.162459,0.901745,-0.118201,-0,-0,-26396,3427,-63619,103406,-125178,117576
28.2599,0.453328,-0.162214,0.903,-0.118201,-0,-0,-26453,3712,-63504,103362,-125194,117410
28.2919,0.453315,-0.161759,0.905332,-0.118201,-0,-0,-26555,4250,-63272,103249,-125273,117053
28.324,0.453277,-0.161231,0.907498,-0.118201,-0,-0,-26661,4793,-63038,103100,-125372,116690
28.356,0.453185,-0.160698,0.909553,-0.118201,-0,-0,-26750,5333,-62815,102928,-125495,116327
28.3877,0.453073,-0.160097,0.911306,-0.118201,-0,-0,-26849,5851,-62597,102726,-125627,115978
28.404,0.453014,-0.159816,0.912162,-0.118201,-0,-0,-26887,6107,-62490,102623,-125705,115802
28.436,0.452811,-0.15916,0.913871,-0.118201,-0,-0,-26978,6633,-62286,102391,-125883,115466
28.468,0.452606,-0.158472,0.9157,-0.118201,-0,-0,-27063,7164,-62091,102141,-126111,115140
28.5001,0.452404,-0.157681,0.917558,-0.118201,-0,-0,-27175,7697,-61905,101863,-126376,114829
28.5319,0.452157,-0.156845,0.919484,-0.118201,-0,-0,-27281,8241,-61727,101558,-126680,114534
28.5482,0.452024,-0.156393,0.920469,-0.118201,-0,-0,-27345,8517,-61645,101393,-126847,114389
28.5799,0.451727,-0.155502,0.922352,-0.118201,-0,-0,-27461,9056,-61484,101044,-127208,114125
28.6117,0.451372,-0.154619,0.9242,-0.118201,-0,-0,-27567,9587,-61340,100674,-127589,113884
28.6441,0.450982,-0.153714,0.926087,-0.118201,-0,-0,-27683,10114,-61217,100281,-127995,113668
28.676,0.450494,-0.152848,0.927915,-0.118658,-0,-0,-27781,10620,-61128,99871,-128396,113486
28.6918,0.450235,-0.15239,0.928807,-0.119159,-0,-0,-27834,10873,-61084,99658,-128598,113405
28.7238,0.449622,-0.151601,0.930587,-0.1203,-0,-0,-27908,11361,-61031,99216,-129013,113260
28.756,0.44894,-0.150821,0.932362,-0.120734,-0,-0,-27992,11833,-61014,98757,-129415,113140
28.7878,0.448161,-0.150103,0.934088,-0.121185,-0,-0,-28046,12294,-61015,98270,-129820,113034
28.8198,0.447365,-0.149357,0.935777,-0.121185,-0,-0,-28106,12746,-61022,97758,-130226,112953
28.8358,0.446938,-0.149001,0.936629,-0.121185,-0,-0,-28142,12970,-61038,97494,-130426,112913
28.8678,0.446054,-0.148404,0.938314,-0.121185,-0,-0,-28199,13397,-61098,96957,-130832,112843
28.9,0.445142,-0.147934,0.940064,-0.121185,-0,-0,-28277,13794,-61224,96407,-131228,112783
28.9318,0.444225,-0.147523,0.941537,-0.121185,-0,-0,-28371,14157,-61365,95848,-131597,112720
28.9638,0.443295,-0.147164,0.942736,-0.121185,-0,-0,-28470,14490,-61511,95278,-131942,112654
28.9798,0.44281,-0.147027,0.943255,-0.121185,-0,-0,-28518,14641,-61588,94977,-132112,112622
29.0117,0.441873,-0.146828,0.944031,-0.121185,-0,-0,-28617,14916,-61749,94408,-132421,112547
29.0442,0.440909,-0.146679,0.944411,-0.121185,-0,-0,-28720,15141,-61905,93805,-132710,112474
29.076,0.439975,-0.146547,0.944472,-0.121185,-0,-0,-28833,15337,-62048,93221,-132962,112393
29.1079,0.438992,-0.14642,0.94433,-0.121185,-0,-0,-28935,15505,-62180,92609,-133198,112320
29.1237,0.438519,-0.146359,0.944228,-0.121185,-0,-0,-28991,15584,-62241,92312,-133304,112286
29.1557,0.437565,-0.146274,0.943743,-0.121185,-0,-0,-29090,15706,-62351,91717,-133507,112216
29.1879,0.436611,-0.146134,0.942973,-0.121185,-0,-0,-29201,15802,-62439,91102,-133682,112155
29.22,0.435639,-0.145987,0.942073,-0.121185,-0,-0,-29313,15884,-62522,90481,-133841,112094
29.252,0.434721,-0.145824,0.941066,-0.121661,-0,-0,-29413,15947,-62576,89890,-133986,112041
29.2679,0.434255,-0.145742,0.940518,-0.121661,-0,-0,-29466,15968,-62598,89588,-134051,112019
29.2997,0.433288,-0.145544,0.939415,-0.121661,-0,-0,-29555,16004,-62644,88974,-134170,111982
29.3318,0.43234,-0.145263,0.938282,-0.121661,-0,-0,-29649,16048,-62681,88374,-134258,111946
29.3639,0.431348,-0.145003,0.937118,-0.121661,-0,-0,-29715,16062,-62706,87771,-134341,111916
29.3958,0.430314,-0.144676,0.935822,-0.121661,-0,-0,-29780,16063,-62720,87157,-134392,111883
29.4118,0.429826,-0.144533,0.935204,-0.121661,-0,-0,-29812,16062,-62724,86870,-134417,111866
29.4438,0.428769,-0.144221,0.933857,-0.121661,-0,-0,-29853,16041,-62724,86267,-134465,111831
29.4757,0.427657,-0.143865,0.93251,-0.121661,-0,-0,-29883,16013,-62723,85654,-134491,111795
29.5077,0.426555,-0.14349,0.931166,-0.121661,-0,-0,-29911,15985,-62722,85060,-134500,111753
29.5236,0.425981,-0.143296,0.930502,-0.121661,-0,-0,-29924,15971,-62721,84757,-134501,111731
29.5557,0.424776,-0.143242,0.930144,-0.121661,-0,-0,-29944,15948,-62712,84125,-134501,111688
29.5878,0.423624,-0.142708,0.928933,-0.121661,-0,-0,-29954,15959,-62702,83505,-134501,111657
29.6199,0.422562,-0.142223,0.927927,-0.121661,-0,-0,-29960,15960,-62701,82919,-134501,111649
29.6516,0.421505,-0.141754,0.926942,-0.120544,-0,-0,-29966,15956,-62702,82324,-134510,111650
29.6677,0.420992,-0.141537,0.926494,-0.114484,-0,-0,-29969,15952,-62702,82038,-134513,111652
29.6998,0.419813,-0.141392,0.926418,-0.0999084,-0,-0,-29975,15945,-62702,81430,-134516,111651
29.7317,0.418764,-0.14089,0.925495,-0.090509,-0,-0,-29977,15957,-62702,80852,-134517,111646
29.7637,0.417879,-0.140483,0.924705,-0.0221619,-0,-0,-29979,15956,-62701,80361,-134517,111646
29.7957,0.417119,-0.140144,0.924043,-0.0178162,-0,-0,-29981,15953,-62702,79941,-134517,111647
29.8116,0.416823,-0.140021,0.923798,-0.0107849,-0,-0,-29981,15951,-62702,79780,-134518,111647
29.8436,0.416246,-0.139962,0.923794,-0.00336914,-0,-0,-29982,15948,-62702,79489,-134518,111646
29.8757,0.415932,-0.139831,0.923522,0,-0,-0,-29982,15945,-62701,79319,-134518,111645
29.9078,0.415796,-0.139775,0.923413,0,-0,-0,-29982,15944,-62701,79246,-134518,111645
29.9397,0.415785,-0.139772,0.923395,0,-0,-0,-29983,15943,-62701,79239,-134518,111645
29.9556,0.415789,-0.139773,0.923398,0,-0,-0,-29983,15943,-62701,79241,-134518,111645
29.9877,0.415801,-0.139778,0.923393,0,-0,-0,-29983,15942,-62701,79248,-134517,111645
30.0197,0.415814,-0.139785,0.9234,-0.0533936,-0,-0,-29983,15941,-62701,79255,-134517,111645
30.0518,0.41581,-0.139792,0.923386,-0.0580994,-0,-0,-29983,15937,-62701,79253,-134517,111645
30.0838,0.415631,-0.139735,0.923214,-0.0658142,-0,-0,-29983,15928,-62701,79158,-134517,111644
30.1,0.415449,-0.139674,0.923037,-0.0763245,-0,-0,-29983,15923,-62701,79065,-134517,111639
30.1317,0.414962,-0.139513,0.922562,-0.131366,-0,-0,-29983,15908,-62701,78801,-134517,111627
30.164,0.414244,-0.139268,0.921793,-0.132465,-0,-0,-29983,15884,-62700,78432,-134517,111604
30.1957,0.413316,-0.138947,0.920752,-0.137244,-0,-0,-29983,15851,-62697,77955,-134517,111571
30.2278,0.412218,-0.138564,0.919448,-0.142358,-0,-0,-29983,15810,-62690,77395,-134516,111524
30.2439,0.411565,-0.138332,0.918711,-0.14751,-0,-0,-29983,15791,-62685,77064,-134516,111497
30.2758,0.410302,-0.137899,0.917224,-0.153094,-0,-0,-29983,15749,-62674,76347,-134516,111432
30.308,0.408849,-0.137332,0.915411,-0.161853,-0,-0,-29983,15706,-62660,75599,-134515,111364
30.3397,0.407382,-0.136764,0.913538,-0.16366,-0,-0,-29983,15652,-62644,74838,-134514,111299
30.3718,0.405845,-0.136136,0.911516,-0.169098,-0,-0,-29983,15603,-62621,74042,-134513,111224
30.3876,0.405074,-0.135836,0.910546,-0.17063,-0,-0,-29983,15577,-62608,73648,-134512,111188
30.4198,0.403522,-0.13517,0.908487,-0.172699,-0,-0,-29982,15524,-62583,72832,-134508,111120
30.4518,0.401908,-0.134488,0.906313,-0.176929,-0,-0,-29982,15466,-62562,71992,-134501,111041
30.4838,0.400317,-0.133799,0.90417,-0.177368,-0,-0,-29982,15410,-62542,71157,-134495,110967
30.5156,0.398692,-0.133109,0.90196,-0.178687,-0,-0,-29982,15352,-62526,70310,-134492,110885
30.5315,0.397873,-0.132788,0.900908,-0.179883,-0,-0,-29982,15319,-62519,69891,-134490,110846
30.5638,0.396239,-0.132094,0.89864,-0.180939,-0,-0,-29982,15258,-62505,69041,-134489,110759
30.5956,0.394577,-0.131397,0.896273,-0.181372,-0,-0,-29982,15192,-62490,68185,-134488,110661
30.6276,0.39288,-0.130698,0.893791,-0.181836,-0,-0,-29982,15118,-62474,67319,-134487,110552
30.6596,0.391199,-0.129965,0.891249,-0.182935,-0,-0,-29982,15051,-62447,66459,-134487,110438
30.6755,0.39034,-0.129645,0.889959,-0.183392,-0,-0,-29982,15003,-62433,66036,-134486,110375
30.7076,0.388652,-0.128924,0.887313,-0.183862,-0,-0,-29982,14921,-62405,65177,-134486,110254
30.7396,0.386941,-0.128187,0.88459,-0.182416,-0,-0,-29982,14838,-62378,64311,-134486,110124
30.7716,0.385246,-0.127452,0.881891,-0.166382,-0,-0,-29981,14755,-62354,63455,-134486,109994
30.8035,0.383609,-0.126724,0.879209,-0.155884,-0,-0,-29981,14674,-62326,62626,-134488,109864
30.8196,0.382844,-0.126407,0.878003,-0.0903809,-0,-0,-29981,14632,-62313,62245,-134489,109806
30.8515,0.381434,-0.125756,0.875618,-0.088385,-0,-0,-29981,14571,-62282,61543,-134494,109679
30.8837,0.380189,-0.125204,0.873452,-0.0798401,-0,-0,-29981,14504,-62252,60923,-134503,109567
30.9155,0.379179,-0.124748,0.871725,-0.0723145,-0,-0,-29981,14456,-62229,60423,-134511,109475
30.9477,0.378348,-0.124371,0.870316,-0.0655334,-0,-0,-29981,14418,-62212,60019,-134514,109395
30.9636,0.378008,-0.124221,0.86976,-0.0600647,-0,-0,-29981,14401,-62206,59853,-134515,109365
30.9952,0.377487,-0.123982,0.868919,-0.0556885,-0,-0,-29981,14377,-62199,59594,-134517,109322
31.0276,0.376958,-0.123761,0.868105,-0.053949,-0,-0,-29981,14350,-62199,59329,-134524,109284
31.0601,0.376482,-0.123579,0.867344,-0.0497864,-0,-0,-29981,14324,-62199,59100,-134532,109242
31.0917,0.375972,-0.123379,0.866513,-0.0497864,-0.000238037,-0,-29981,14292,-62198,58859,-134533,109193
31.1076,0.375756,-0.123309,0.86613,-0.0497864,-0.00228882,-0,-29981,14273,-62196,58764,-134533,109167
31.1396,0.375256,-0.123127,0.865232,-0.0546448,-0.00228882,-0,-29981,14230,-62189,58535,-134532,109111
31.1714,0.374754,-0.122967,0.864312,-0.0546448,-0.00682373,-0,-29980,14182,-62183,58317,-134531,109047
31.2036,0.374247,-0.122815,0.863369,-0.0603943,-0.00682373,-0,-29979,14127,-62177,58097,-134529,108983
31.2198,0.373961,-0.122731,0.862843,-0.0603943,-0.00794678,-0,-29978,14097,-62174,57976,-134528,108945
31.2517,0.373419,-0.122905,0.862385,-0.0677002,-0.00794678,-0,-29977,14040,-62165,57711,-134527,108860
31.2836,0.372769,-0.12267,0.861151,-0.0677002,-0.00946045,-0,-29976,13980,-62153,57423,-134526,108776
31.3156,0.37211,-0.122452,0.859853,-0.0771362,-0.00946045,-0,-29974,13910,-62138,57138,-134526,108686
31.3479,0.371443,-0.122246,0.858449,-0.0771362,-0.0111145,-0,-29973,13823,-62117,56847,-134526,108594
31.3638,0.371074,-0.122136,0.857644,-0.0864868,-0.0111145,-0,-29972,13772,-62102,56689,-134526,108540
31.3956,0.370439,-0.122374,0.856852,-0.0864868,-0.013092,-0,-29969,13672,-62069,56375,-134526,108431
31.4276,0.369573,-0.122006,0.855065,-0.0960205,-0.013092,-0,-29962,13591,-62036,55989,-134527,108310
31.4598,0.368726,-0.121707,0.853267,-0.0960205,-0.0174744,-0,-29951,13490,-62005,55631,-134530,108182
31.4915,0.367867,-0.12142,0.851398,-0.125421,-0.0174744,-0,-29940,13381,-61973,55275,-134535,108046
31.5075,0.36739,-0.12129,0.85032,-0.125421,-0.0231628,-0,-29931,13303,-61952,55081,-134537,107971
31.54,0.366384,-0.121767,0.849225,-0.134204,-0.0231628,-0,-29903,13107,-61908,54644,-134541,107793
31.5715,0.365123,-0.121485,0.846392,-0.134204,-0.0234741,-0,-29867,12868,-61867,54151,-134544,107590
31.6034,0.363834,-0.12118,0.843476,-0.14209,-0.0234741,-0,-29825,12629,-61823,53657,-134552,107373
31.6356,0.36254,-0.120812,0.8405,-0.14209,-0.0245178,-0,-29784,12407,-61774,53146,-134569,107156
31.6516,0.361882,-0.120633,0.839044,-0.148499,-0.0245178,-0,-29754,12299,-61747,52900,-134583,107044
31.6835,0.360669,-0.1212,0.838066,-0.148499,-0.0255676,-0,-29686,12072,-61705,52377,-134619,106828
31.7154,0.35925,-0.120748,0.834857,-0.153827,-0.0255676,-0,-29637,11842,-61670,51795,-134655,106606
31.7474,0.357895,-0.120367,0.831793,-0.153827,-0.0260681,-0,-29575,11601,-61631,51275,-134690,106378
31.7793,0.356545,-0.119924,0.82884,-0.158093,-0.0260681,-0,-29499,11383,-61588,50757,-134729,106155
31.7954,0.35584,-0.119754,0.827158,-0.158093,-0.0272583,-0,-29471,11239,-61569,50482,-134752,106039
31.8273,0.354633,-0.120394,0.826164,-0.159778,-0.0272583,-0,-29408,10981,-61533,49945,-134808,105818
31.8594,0.353193,-0.119862,0.822867,-0.159778,-0.0277283,-0,-29338,10737,-61501,49342,-134858,105600
31.8915,0.351867,-0.119442,0.819602,-0.166418,-0.0277283,-0,-29283,10481,-61467,48809,-134916,105375
31.9232,0.350552,-0.119062,0.816496,-0.166418,-0.0290222,-0,-29201,10231,-61427,48309,-134992,105158
31.9394,0.349889,-0.11886,0.814909,-0.166876,-0.0290222,-0,-29164,10101,-61408,48058,-135024,105042
31.9712,0.349114,-0.119074,0.812534,-0.16828,-0.0290222,-0,-29099,9832,-61378,47564,-135096,104815
32.0032,0.347739,-0.118678,0.809303,-0.16828,-0.0295288,-0,-29008,9562,-61351,47061,-135185,104576
32.035,0.346438,-0.118343,0.806066,-0.16955,-0.0295288,-0,-28933,9274,-61327,46590,-135271,104335
32.0675,0.345086,-0.117944,0.802886,-0.170673,-0.0295288,-0,-28837,9010,-61305,46106,-135374,104097
32.0838,0.344423,-0.117738,0.80128,-0.170673,-0.0300415,-0,-28797,8882,-61296,45866,-135427,103977
32.1152,0.343741,-0.118064,0.799332,-0.171143,-0.0300415,-0,-28694,8599,-61282,45419,-135550,103742
32.1472,0.342382,-0.117711,0.796095,-0.171649,-0.0300415,-0,-28599,8329,-61274,44960,-135690,103500
32.179,0.341012,-0.117448,0.792903,-0.172827,-0.0300415,-0,-28489,8031,-61270,44521,-135841,103268
32.2112,0.339673,-0.117155,0.789617,-0.172827,-0.0305481,-0,-28395,7745,-61264,44086,-136006,103033
32.2271,0.339025,-0.117038,0.788032,-0.173291,-0.0305481,-0,-28345,7600,-61260,43878,-136090,102928
32.2591,0.338556,-0.117361,0.7863,-0.173779,-0.0305481,-0,-28265,7316,-61251,43456,-136265,102718
32.2912,0.337325,-0.117131,0.783131,-0.173492,-0.0305481,-0,-28173,7025,-61242,43060,-136445,102518
32.3231,0.336158,-0.116922,0.779853,-0.172168,-0.0305481,-0,-28105,6733,-61233,42668,-136634,102331
32.3551,0.334967,-0.116753,0.776718,-0.166992,-0.0305481,-0,-28015,6433,-61227,42304,-136831,102144
32.3711,0.334391,-0.116663,0.77512,-0.165259,-0.0305481,-0,-27979,6284,-61226,42120,-136929,102053
32.4032,0.334214,-0.11706,0.774035,-0.160248,-0.0305481,-0,-27911,5983,-61226,41791,-137143,101877
32.4351,0.333114,-0.116916,0.771185,-0.158685,-0.0305481,-0,-27824,5711,-61226,41490,-137355,101705
32.4672,0.332022,-0.116891,0.768207,-0.156683,-0.0305481,-0,-27745,5392,-61227,41212,-137578,101533
32.4991,0.330911,-0.116839,0.765376,-0.154651,-0.0305481,-0,-27647,5090,-61227,40950,-137811,101363
32.515,0.330397,-0.116835,0.763948,-0.152753,-0.0305481,-0,-27610,4940,-61227,40828,-137928,101285
32.5472,0.330367,-0.117341,0.763558,-0.151013,-0.0305481,-0,-27511,4638,-61227,40603,-138178,101133
32.5791,0.32938,-0.11737,0.760894,-0.149457,-0.0305481,-0,-27435,4345,-61228,40404,-138424,100987
32.611,0.328369,-0.117403,0.758261,-0.147876,-0.0305481,-0,-27349,4057,-61231,40209,-138682,100855
32.6429,0.327441,-0.117539,0.755612,-0.142865,-0.0305481,-0,-27286,3748,-61234,40040,-138935,100740
32.6589,0.326979,-0.117609,0.754304,-0.136194,-0.0305481,-0,-27254,3599,-61235,39964,-139068,100684
32.6908,0.327157,-0.118158,0.754418,-0.136194,-0.030072,-0,-27182,3313,-61237,39840,-139336,100585
32.723,0.326314,-0.118396,0.751997,-0.131287,-0.030072,-0,-27136,3021,-61243,39743,-139606,100496
32.755,0.325489,-0.118647,0.749633,-0.131287,-0.0287292,-0,-27091,2735,-61248,39658,-139878,100419
32.7869,0.324653,-0.118933,0.747455,-0.12381,-0.0287292,-0,-27032,2454,-61254,39601,-140154,100350
32.8028,0.324252,-0.119057,0.746318,-0.12381,-0.0273865,-0,-27008,2316,-61258,39560,-140287,100322
