Time,X Estimate [m],Y Estimate [m],Psi Estimate[m],xdot[m/s],ydot[m/s],psidot[rad/s],Castor 1: left_wc, Castor1: right_wc,Castor 2: left_wc, Castor2: right_wc,Castor 3: left_wc, Castor3: right_wc
18.5819,-0.0469966,0.002102,0.0298048,0.0975342,-0,-0,1664,-3049,9094,-13031,-41517,30883
18.614,-0.0441557,0.00262616,0.0305669,0.0975342,-0,-0,1401,-2657,8839,-12673,-41312,31362
18.6459,-0.0412362,0.00306216,0.0313918,0.0975342,-0,-0,1107,-2270,8567,-12331,-41141,31873
18.6621,-0.0397545,0.00325669,0.031774,0.0975342,-0,-0,957,-2092,8428,-12153,-41071,32147
18.6941,-0.0368751,0.0036059,0.0324615,0.0975342,-0,-0,656,-1763,8156,-11805,-40988,32689
18.7261,-0.0341351,0.00392776,0.0330658,0.0975342,-0,-0,370,-1468,7898,-11462,-40950,33215
18.7578,-0.0315128,0.00428648,0.033603,0.0975342,-0,-0,102,-1189,7652,-11121,-40935,33720
18.7897,-0.0289531,0.00471848,0.0340942,0.0975342,-0,-0,-149,-911,7409,-10775,-40931,34210
18.8058,-0.0276771,0.00496625,0.0344249,0.0975342,-0,-0,-268,-761,7286,-10606,-40932,34456
18.8378,-0.0251418,0.0055022,0.0350531,0.0975342,-0,-0,-511,-461,7053,-10261,-40962,34940
18.8697,-0.0226019,0.00599652,0.0357531,0.0975342,-0,-0,-736,-178,6802,-9917,-41024,35436
18.9015,-0.0200316,0.0064115,0.036487,0.0975342,-0,-0,-981,88,6553,-9582,-41123,35942
18.9176,-0.0186987,0.00661856,0.0369095,0.0975342,-0,-0,-1098,224,6416,-9407,-41187,36206
18.9499,-0.0170375,0.00617944,0.0403156,0.0975342,-0,-0,-1360,499,6135,-9095,-41339,36715
18.9818,-0.0143981,0.00652438,0.0413568,0.0975342,-0,-0,-1614,804,5841,-8784,-41518,37192
19.0138,-0.011674,0.00692181,0.0421338,0.0975342,-0,-0,-1884,1105,5530,-8446,-41691,37672
19.0462,-0.00893506,0.00724082,0.0428728,0.0975342,-0,-0,-2162,1383,5214,-8111,-41893,38152
19.0619,-0.00757587,0.00739374,0.0431911,0.0975342,-0,-0,-2301,1520,5056,-7938,-42002,38381
19.094,-0.0059579,0.00666354,0.0468158,0.0975342,-0,-0,-2581,1772,4751,-7624,-42234,38832
19.1258,-0.00333539,0.00688713,0.0477735,0.0975342,-0,-0,-2850,2045,4453,-7313,-42505,39261
19.1579,-0.000668219,0.00723274,0.0484844,0.0975342,-0,-0,-3114,2311,4144,-6978,-42742,39714
19.1896,0.00203804,0.00753883,0.0491832,0.0975342,-0,-0,-3395,2575,3834,-6642,-42997,40162
19.2059,0.00342041,0.00772857,0.0495386,0.0975342,-0,-0,-3536,2716,3676,-6468,-43122,40392
19.2378,0.00504303,0.00711939,0.0538149,0.0975342,-0,-0,-3810,2971,3375,-6150,-43393,40827
19.2696,0.00764475,0.00736115,0.0546431,0.0975342,-0,-0,-4072,3209,3083,-5832,-43689,41254
19.3016,0.0102222,0.00763589,0.0553221,0.0975342,-0,-0,-4332,3424,2810,-5498,-43985,41686
19.334,0.0127789,0.00798234,0.0560177,0.0975342,-0,-0,-4572,3643,2544,-5149,-44282,42119
19.3498,0.0140356,0.00816418,0.0563238,0.0975342,-0,-0,-4693,3750,2411,-4979,-44418,42335
19.3816,0.0156256,0.00760854,0.0604537,0.0975342,-0,-0,-4918,3997,2147,-4655,-44694,42746
19.4135,0.0180697,0.00803756,0.0613127,0.0975342,-0,-0,-5137,4236,1884,-4331,-44972,43163
19.4457,0.0205726,0.00846518,0.062113,0.0975342,-0,-0,-5360,4463,1624,-3984,-45275,43585
19.4777,0.0230304,0.00885343,0.0629358,0.0975342,-0,-0,-5568,4666,1372,-3638,-45597,44004
19.4942,0.0242985,0.0090236,0.0633696,0.0975342,-0,-0,-5679,4764,1241,-3464,-45768,44219
19.5255,0.0266911,0.00938316,0.0641973,0.0975342,-0,-0,-5880,4960,994,-3121,-46083,44624
19.558,0.029077,0.00981632,0.0649796,0.0975342,-0,-0,-6071,5154,744,-2775,-46393,45037
19.5897,0.0314138,0.0102801,0.0657409,0.0975342,-0,-0,-6258,5356,499,-2429,-46693,45434
19.6212,0.0337508,0.0107433,0.0665041,0.0975342,-0,-0,-6443,5553,254,-2081,-46999,45831
19.6373,0.0349303,0.0109603,0.0669122,0.0975342,-0,-0,-6533,5647,127,-1908,-47158,46034
19.6696,0.0372856,0.0113704,0.0677874,0.0975342,-0,-0,-6710,5825,-117,-1560,-47499,46436
19.7016,0.0396635,0.0117365,0.0686032,0.0975342,-0,-0,-6891,5989,-369,-1208,-47849,46836
19.7335,0.0419984,0.0120996,0.0694151,0.0975342,-0,-0,-7063,6147,-617,-858,-48197,47230
19.7653,0.0443077,0.01249,0.0701504,0.0975342,-0,-0,-7232,6309,-871,-506,-48527,47618
19.7814,0.0454624,0.0126882,0.0705513,0.0980164,-0,-0,-7324,6393,-992,-334,-48691,47812
19.8132,0.0477511,0.0131184,0.0713004,0.0980164,-0,-0,-7488,6560,-1246,17,-49010,48203
19.8455,0.0500498,0.0135451,0.0720805,0.0991394,-0,-0,-7646,6720,-1493,377,-49346,48596
19.8772,0.0523478,0.0139432,0.0728261,0.103943,-0,-0,-7801,6863,-1737,740,-49692,48991
19.9096,0.0546955,0.0143365,0.0736,0.104327,-0,-0,-7959,6998,-1976,1114,-50058,49396
19.9256,0.0558447,0.0145357,0.0739808,0.10564,-0,-0,-8029,7063,-2096,1301,-50237,49598
19.9576,0.058218,0.0149326,0.0747654,0.106677,-0,-0,-8177,7197,-2342,1690,-50613,50005
19.9895,0.0606393,0.0153538,0.0755819,0.107129,-0,-0,-8327,7336,-2597,2084,-50989,50427
20.0215,0.0631124,0.0157928,0.0764331,0.108484,-0,-0,-8476,7482,-2867,2485,-51367,50861
20.0535,0.0656012,0.0162312,0.077297,0.109705,-0,-0,-8621,7622,-3143,2886,-51746,51307
20.0696,0.0668615,0.0164099,0.077746,0.110822,-0,-0,-8696,7689,-3286,3088,-51946,51523
20.1017,0.0693804,0.0167902,0.0785263,0.111292,-0,-0,-8846,7810,-3565,3501,-52341,51961
20.134,0.071878,0.0171574,0.0792282,0.11239,-0,-0,-8987,7920,-3838,3926,-52741,52390
20.1658,0.0743006,0.0175051,0.0799278,0.112848,-0,-0,-9108,8017,-4101,4346,-53140,52814
20.1975,0.0767339,0.0178697,0.0805885,0.112848,-0,-0,-9228,8112,-4363,4774,-53536,53243
20.2136,0.0779644,0.0180648,0.080929,0.112848,-0,-0,-9288,8157,-4490,4991,-53734,53468
20.2455,0.0804063,0.0184375,0.081583,0.112848,-0,-0,-9394,8245,-4752,5431,-54133,53909
20.278,0.082864,0.0188243,0.082253,0.112848,-0,-0,-9493,8331,-5019,5874,-54531,54364
20.3097,0.0852604,0.0192248,0.0829038,0.110919,-0,-0,-9570,8412,-5284,6315,-54919,54822
20.3415,0.0876528,0.0195454,0.0834768,0.102258,-0,-0,-9657,8469,-5549,6748,-55311,55272
20.3573,0.0887918,0.0196896,0.0837227,0.0934387,-0,-0,-9689,8492,-5676,6963,-55502,55486
20.3894,0.0909519,0.0199319,0.0842646,0.0401489,-0,-0,-9749,8532,-5934,7350,-55858,55904
20.4215,0.092897,0.0201256,0.0847879,0.0381104,-0,-0,-9822,8581,-6178,7688,-56170,56262
20.4532,0.0943452,0.0202113,0.0848536,0.0298401,-0,-0,-9864,8592,-6407,7943,-56366,56534
20.4855,0.095411,0.0201163,0.0852233,0.0245422,-0,-0,-9896,8599,-6597,8094,-56544,56721
20.5013,0.09583,0.0200766,0.0853031,0.0203064,-0,-0,-9914,8599,-6676,8153,-56605,56792
20.5332,0.0963011,0.0200565,0.0852994,0.0186157,-0,-0,-9939,8603,-6765,8229,-56664,56864
20.5654,0.0963816,0.0200852,0.0851001,0.0142212,-0,-0,-9948,8601,-6772,8264,-56665,56863
20.5974,0.0963639,0.0200614,0.0848635,0.0131287,-0,-0,-9949,8578,-6757,8281,-56665,56846
20.6133,0.0963795,0.0200949,0.0846261,0.0117249,-0,-0,-9949,8564,-6738,8313,-56666,56840
20.6454,0.0965884,0.0199909,0.0846919,0.010321,-0,-0,-9949,8554,-6710,8376,-56704,56874
20.6774,0.0968107,0.0200624,0.08473,0.00906982,-0,-0,-9949,8554,-6705,8435,-56755,56921
20.7094,0.0970974,0.0201589,0.0847772,0.00799561,-0,-0,-9949,8556,-6709,8505,-56810,56988
20.7412,0.0973694,0.020236,0.0848804,0.00755005,-0,-0,-9949,8576,-6749,8558,-56845,57049
20.7572,0.0974852,0.0202576,0.084905,0.00707397,-0,-0,-9950,8588,-6774,8582,-56858,57067
20.7892,0.0975422,0.0201257,0.085494,0.00596313,-0,-0,-9952,8602,-6830,8629,-56891,57097
20.8211,0.0977175,0.0200912,0.0856781,0.0055481,-0,-0,-9959,8613,-6870,8643,-56925,57125
20.8536,0.0978189,0.0200477,0.0858116,0.00507202,-0,-0,-9967,8614,-6890,8645,-56950,57140
20.885,0.0978881,0.0200328,0.0858955,0.00457764,-0,-0,-9977,8613,-6897,8645,-56964,57154
20.9011,0.0979084,0.0200279,0.0859057,0.00353394,-0,-0,-9980,8611,-6898,8646,-56968,57158
20.9332,0.0979394,0.0200114,0.0859158,0.00314331,-0,-0,-9983,8606,-6898,8652,-56972,57166
20.9651,0.0979956,0.0200446,0.0859005,0.00314331,-0,-0.00563532,-9984,8603,-6897,8664,-56976,57187
20.9973,0.0980553,0.0200694,0.0858231,0.00314331,-0,-0.00746759,-9984,8599,-6898,8685,-56982,57199
21.0294,0.0981315,0.0200889,0.085668,0.00314331,-0,-0.0098112,-9984,8588,-6901,8714,-56988,57212
21.0452,0.0981721,0.020097,0.0855581,0.00314331,-0,-0.0122507,-9984,8580,-6903,8731,-56990,57218
21.0771,0.0982421,0.0201091,0.0852425,0.00314331,-0,-0.0152228,-9984,8557,-6904,8770,-56989,57224
21.1093,0.0982909,0.0201141,0.0848269,0.00314331,-0,-0.018653,-9984,8526,-6903,8810,-56980,57224
21.1412,0.0983278,0.0201288,0.0843373,0.00314331,-0,-0.0210818,-9983,8491,-6901,8852,-56962,57224
21.1735,0.0983667,0.0201736,0.0837429,0.00272217,-0,-0.0210818,-9983,8454,-6894,8905,-56936,57224
21.1893,0.0983808,0.0202125,0.0834182,0.00375366,-0,-0.0210818,-9983,8435,-6884,8935,-56921,57224
21.2213,0.098395,0.0202959,0.0826937,0.00872192,-0,-0.0210818,-9983,8390,-6858,8997,-56885,57223
21.2531,0.0984141,0.0203825,0.0819536,0.0131531,-0,-0.0210818,-9983,8341,-6822,9065,-56856,57221
21.2855,0.0984863,0.0205136,0.0811373,0.0241638,-0,-0.0210818,-9982,8288,-6768,9163,-56843,57226
21.3174,0.0986754,0.0206788,0.0804384,0.0287537,-0,-0.0210818,-9981,8237,-6721,9274,-56850,57271
21.333,0.0988441,0.0207529,0.0800345,0.0333374,-0,-0.0210818,-9980,8205,-6707,9348,-56866,57304
21.3655,0.0993216,0.0208995,0.079367,0.0438721,-0,-0.0210818,-9971,8145,-6696,9518,-56935,57402
21.3974,0.099948,0.0210841,0.0787979,0.0496765,-0,-0.0210818,-9951,8092,-6700,9719,-57035,57541
21.429,0.100792,0.0212491,0.0782811,0.057019,-0,-0.0210818,-9927,8035,-6736,9959,-57179,57721
21.4612,0.101827,0.0213677,0.0776803,0.0636353,-0,-0.0210818,-9890,7965,-6823,10234,-57347,57941
21.4774,0.102395,0.0214128,0.0773642,0.0696289,-0,-0.0210818,-9868,7931,-6880,10384,-57439,58056
21.5094,0.103616,0.0214949,0.0766401,0.075177,-0,-0.0210818,-9831,7845,-6991,10702,-57638,58300
21.5412,0.104987,0.0215925,0.0758417,0.0798645,-0,-0.0210818,-9816,7749,-7112,11043,-57846,58569
21.5733,0.106453,0.0216037,0.0749354,0.0818359,-0,-0.0210818,-9797,7636,-7250,11411,-58083,58832
21.6051,0.108003,0.0216439,0.0739636,0.0870667,-0,-0.0210818,-9732,7515,-7406,11808,-58330,59150
21.6213,0.108842,0.021636,0.0733848,0.0884216,-0,-0.0210818,-9691,7448,-7498,12028,-58462,59316
21.6531,0.110556,0.0215903,0.072286,0.0901428,-0,-0.0210818,-9631,7309,-7691,12452,-58723,59651
21.6852,0.112325,0.021492,0.071315,0.0918274,-0,-0.0210818,-9564,7158,-7892,12865,-58998,60015
21.7174,0.114068,0.0213916,0.0701109,0.0933533,-0,-0.0210818,-9490,7005,-8080,13305,-59269,60349
21.7494,0.115807,0.0211614,0.0687992,0.0946777,-0,-0.0210818,-9434,6827,-8277,13734,-59540,60650
21.7654,0.116767,0.0210723,0.0682124,0.0958069,-0,-0.0210818,-9396,6736,-8379,13960,-59685,60844
21.7973,0.118601,0.0207374,0.0667147,0.0970276,-0,-0.0210818,-9326,6535,-8589,14421,-59973,61145
21.8292,0.120586,0.0203678,0.0652582,0.0980713,-0,-0.0210818,-9267,6324,-8830,14892,-60264,61485
21.8613,0.122738,0.0199991,0.063905,0.0985413,-0,-0.0210818,-9196,6112,-9110,15379,-60556,61897
21.8934,0.124946,0.0195782,0.0625459,0.0985413,-0,-0.0231059,-9142,5910,-9417,15882,-60845,62292
21.9091,0.126129,0.0194015,0.0619418,0.0985413,-0,-0.0257264,-9118,5803,-9571,16135,-60985,62534
21.9412,0.128333,0.0189323,0.0603877,0.0985413,-0,-0.0285601,-9042,5586,-9894,16650,-61243,62944
21.9734,0.13074,0.0184794,0.058894,0.0985413,-0,-0.0313831,-8978,5345,-10212,17186,-61523,63417
22.006,0.133153,0.0179454,0.0572393,0.0985413,-0,-0.0341421,-8920,5072,-10531,17720,-61792,63882
22.0375,0.135523,0.0173504,0.0553659,0.0985413,-0,-0.0366775,-8849,4784,-10847,18265,-62046,64326
22.0538,0.136753,0.0169966,0.0544043,0.0985413,-0,-0.0387654,-8823,4633,-11005,18552,-62183,64535
22.0854,0.138998,0.016249,0.0524634,0.0985413,-0,-0.0396177,-8755,4351,-11304,19106,-62443,64888
22.1176,0.141161,0.015485,0.0502542,0.0985413,-0,-0.042153,-8658,4063,-11591,19673,-62675,65227
22.1493,0.143277,0.014664,0.047955,0.0985413,-0,-0.0442623,-8556,3753,-11873,20227,-62889,65561
22.1815,0.145502,0.0137922,0.0455989,0.0985413,-0,-0.0469681,-8446,3437,-12164,20816,-63116,65910
22.1972,0.146625,0.01331,0.0444813,0.0996338,-0,-0.0469681,-8390,3268,-12314,21103,-63229,66094
22.2295,0.14902,0.0122453,0.0422253,0.0996338,-0,-0.0502704,-8292,2922,-12649,21718,-63474,66459
22.2613,0.151455,0.0110779,0.0399032,0.0996338,-0,-0.0502704,-8187,2564,-13012,22355,-63711,66825
22.2931,0.153996,0.00989539,0.0379732,0.0996338,-0,-0.0502704,-8110,2200,-13398,22979,-63950,67243
22.325,0.156478,0.00857801,0.0360584,0.0996338,-0,-0.0502704,-8023,1831,-13803,23610,-64185,67633
22.3412,0.157728,0.00787218,0.0351983,0.0996338,-0,-0.0502704,-7985,1649,-14015,23934,-64304,67824
22.3731,0.160174,0.00648934,0.0336376,0.0996338,-0,-0.0502704,-7912,1288,-14437,24562,-64528,68221
22.4051,0.162532,0.00499855,0.0321639,0.0996338,-0,-0.0502704,-7829,910,-14861,25172,-64753,68601
22.4371,0.164851,0.00347388,0.0309126,0.0996338,-0,-0.0502704,-7767,536,-15275,25772,-64989,68957
22.4531,0.165975,0.00271396,0.0303048,0.0996338,-0,-0.0502704,-7738,348,-15476,26069,-65096,69131
22.4853,0.166179,0.000818131,0.0330306,0.0996338,-0,-0.0502704,-7685,-40,-15881,26652,-65325,69480
22.5173,0.168236,-0.000665335,0.0324997,0.0996338,-0,-0.0502704,-7668,-401,-16283,27174,-65531,69816
22.5493,0.170425,-0.00221637,0.0321021,0.0996338,-0,-0.0502704,-7663,-764,-16685,27745,-65763,70162
22.5813,0.172695,-0.00381858,0.0320902,0.0996338,-0,-0.0502704,-7663,-1138,-17107,28321,-66016,70558
22.5973,0.173795,-0.00469852,0.0321064,0.0996338,-0,-0.0502704,-7663,-1342,-17324,28608,-66142,70739
22.6292,0.173979,-0.00661425,0.0350024,0.0996338,-0,-0.0502704,-7663,-1738,-17780,29144,-66373,71124
22.6613,0.175885,-0.0082267,0.035976,0.0996338,-0,-0.0502704,-7663,-2092,-18246,29639,-66607,71539
22.6934,0.177798,-0.0100337,0.0370556,0.111682,-0,-0.0502704,-7663,-2472,-18742,30173,-66856,71933
22.725,0.179713,-0.0119697,0.0381018,0.111682,-0,-0.0502704,-7663,-2910,-19249,30709,-67107,72326
22.7413,0.1807,-0.0129388,0.0387695,0.111682,-0,0.267853,-7663,-3129,-19509,30990,-67236,72546
22.7735,0.182021,-0.0151806,0.042047,0.111682,-0,0.267853,-7663,-3597,-20045,31517,-67547,72972
22.8058,0.18372,-0.0170549,0.0450596,0.111682,-0,0.267853,-7664,-3970,-20600,31952,-67923,73444
22.8373,0.185211,-0.0187825,0.0497841,0.111682,-0,0.267853,-7679,-4245,-21207,32272,-68408,73960
22.8693,0.186746,-0.020389,0.0565098,0.111682,-0,0.267853,-7741,-4400,-21872,32560,-69037,74556
22.8854,0.187586,-0.0211331,0.0606984,0.111682,-0,0.267853,-7845,-4434,-22233,32707,-69396,74858
22.9175,0.189255,-0.0229317,0.0703144,0.120117,-0,0.267853,-8052,-4446,-22973,33012,-70203,75523
22.9495,0.19106,-0.0243442,0.0809125,0.120117,-0,0.267853,-8276,-4359,-23736,33341,-71080,76265
22.9814,0.192861,-0.0260189,0.0926571,0.121631,-0,0.267853,-8510,-4217,-24543,33686,-72078,76981
23.0133,0.194683,-0.0277436,0.104889,0.121631,-0,0.267853,-8739,-4035,-25359,34049,-73111,77719
23.0293,0.195649,-0.0285916,0.110931,0.123053,-0,0.267853,-8869,-3951,-25764,34232,-73614,78097
23.0615,0.197529,-0.0297491,0.122172,0.124298,-0,0.267853,-9105,-3754,-26518,34609,-74544,78827
23.0934,0.199277,-0.0313637,0.132912,0.124298,-0,0.267853,-9320,-3548,-27192,34993,-75436,79489
23.1254,0.201152,-0.0326835,0.143123,0.125348,-0,0.267853,-9505,-3320,-27783,35385,-76254,80222
23.1573,0.203139,-0.0339026,0.153098,0.126495,-0,0.267853,-9695,-3077,-28324,35785,-77052,80970
23.1731,0.204137,-0.0345113,0.158065,0.126495,-0,0.267853,-9791,-2951,-28596,35992,-77442,81342
23.2056,0.206336,-0.03572,0.168727,0.127002,-0,0.267853,-10020,-2683,-29172,36417,-78256,82172
23.2375,0.208612,-0.0368926,0.180067,0.128149,-0,0.267853,-10247,-2382,-29776,36838,-79104,83066
23.2694,0.21077,-0.0381096,0.191393,0.128625,-0,0.267853,-10473,-2075,-30412,37269,-79922,83928
23.3015,0.212962,-0.0391995,0.202716,0.128625,-0,0.267853,-10667,-1765,-31043,37706,-80699,84852
23.3172,0.214046,-0.0397183,0.20828,0.128625,-0,0.267853,-10750,-1610,-31354,37925,-81069,85320
23.3494,0.21612,-0.040828,0.219494,0.128625,-0,0.267853,-10903,-1277,-31985,38377,-81830,86205
23.3815,0.218372,-0.0418516,0.23085,0.128625,-0,0.267853,-11036,-964,-32609,38830,-82598,87179
23.4133,0.220611,-0.0428176,0.242392,0.128625,-0,0.267853,-11159,-615,-33236,39289,-83373,88146
23.4453,0.222846,-0.0438,0.254062,0.128625,-0,0.267853,-11263,-252,-33868,39752,-84170,89104
23.4609,0.223966,-0.0442633,0.259749,0.128625,-0,0.267853,-11323,-71,-34180,39979,-84555,89569
23.4931,0.226335,-0.0452186,0.271757,0.128625,-0,0.267853,-11426,303,-34836,40455,-85375,90565
23.5251,0.228691,-0.0461676,0.28347,0.128625,-0,0.267853,-11526,675,-35472,40926,-86195,91518
23.5574,0.231155,-0.0471221,0.295344,0.128625,-0,0.267853,-11628,1049,-36118,41409,-87035,92490
23.5893,0.233532,-0.0481351,0.306815,0.128625,-0,0.267853,-11728,1421,-36754,41890,-87865,93383
23.6052,0.23478,-0.0486126,0.312368,0.128625,-0,0.267853,-11786,1605,-37054,42134,-88277,93822
23.6373,0.237278,-0.0496169,0.323237,0.128625,-0,0.267853,-11899,1971,-37628,42620,-89122,94654
23.6694,0.239805,-0.0505243,0.333709,0.128625,-0,0.267853,-12019,2338,-38170,43108,-89940,95465
23.7011,0.242376,-0.0513735,0.34408,0.128625,-0,0.267853,-12160,2714,-38700,43582,-90758,96263
23.7331,0.245207,-0.0521738,0.354802,0.129724,-0,0.267853,-12354,3102,-39239,44063,-91612,97111
23.749,0.246781,-0.0526388,0.360258,0.129724,-0,0.267853,-12471,3299,-39511,44334,-92070,97539
23.7813,0.250033,-0.0534299,0.371361,0.1302,-0,0.267853,-12728,3692,-40069,44860,-92960,98469
23.8129,0.253258,-0.0541869,0.38213,0.1302,-0,0.267853,-13020,4075,-40627,45367,-93813,99370
23.845,0.256468,-0.0548512,0.392659,0.1302,-0,0.267853,-13288,4451,-41157,45869,-94643,100282
23.8612,0.258065,-0.0552062,0.397851,0.1302,-0,0.267853,-13418,4639,-41421,46124,-95058,100724
23.8933,0.261451,-0.0556008,0.407008,0.1302,-0,0.267853,-13662,5033,-41926,46648,-95883,101597
23.9249,0.264593,-0.0561598,0.417331,0.1302,-0,0.267853,-13889,5471,-42405,47166,-96720,102445
23.9574,0.267916,-0.0566979,0.427655,0.1302,-0,0.267853,-14135,5872,-42890,47692,-97561,103350
23.9894,0.271346,-0.0572452,0.437897,0.1302,-0,0.267853,-14420,6260,-43379,48217,-98411,104254
24.0064,0.273203,-0.0575105,0.443242,0.1302,-0,0.267853,-14573,6455,-43622,48488,-98869,104742
24.037,0.276791,-0.0578396,0.45205,0.1302,-0,0.267853,-14892,6836,-44110,49011,-99715,105609
24.0692,0.280273,-0.0583526,0.462486,0.1302,-0,0.267853,-15205,7280,-44597,49545,-100598,106474
24.1015,0.283782,-0.0587962,0.472769,0.1302,-0,0.267853,-15531,7684,-45084,50049,-101453,107380
24.1333,0.287217,-0.0591602,0.482638,0.1302,-0,0.267853,-15855,8086,-45541,50544,-102275,108255
24.1492,0.289002,-0.0594055,0.487372,0.1302,-0,0.267853,-16014,8259,-45765,50817,-102686,108693
24.1813,0.292272,-0.0591624,0.497112,0.1302,-0,0.267853,-16332,8623,-46212,51362,-103515,109572
24.2132,0.296004,-0.0596431,0.50666,0.13194,-0,0.267853,-16649,8982,-46641,51945,-104376,110459
24.2449,0.299799,-0.0599842,0.516082,0.13194,-0,0.267853,-16992,9331,-47057,52523,-105205,111378
24.2774,0.30365,-0.0602851,0.525461,0.133801,-0,0.267853,-17344,9673,-47460,53109,-106039,112305
24.2931,0.305526,-0.0604038,0.530046,0.135828,-0,0.267853,-17520,9841,-47653,53397,-106440,112760
24.3254,0.309198,-0.0598585,0.538908,0.137787,-0,0.267853,-17880,10166,-48045,53987,-107271,113669
24.3573,0.313025,-0.0602388,0.548203,0.13952,-0,0.267853,-18242,10492,-48428,54576,-108145,114546
24.3889,0.316961,-0.0605695,0.557461,0.13952,-0,0.267853,-18640,10803,-48802,55171,-109020,115442
24.4213,0.321102,-0.0609154,0.566927,0.141046,-0,0.267853,-19075,11087,-49187,55783,-109921,116387
24.4373,0.323187,-0.0610984,0.571583,0.142328,-0,0.267853,-19302,11213,-49374,56093,-110367,116860
24.4692,0.327264,-0.0604216,0.580621,0.14342,-0,0.267853,-19767,11483,-49740,56750,-111255,117832
24.5015,0.331607,-0.0609148,0.590054,0.144586,-0,0.267853,-20246,11727,-50115,57435,-112185,118765
24.5331,0.335835,-0.0612679,0.599278,0.144586,-0,0.267853,-20721,11956,-50469,58104,-113060,119704
24.5651,0.340088,-0.0616003,0.608566,0.145081,-0,0.267853,-21202,12164,-50826,58787,-113921,120664
24.5811,0.34216,-0.0617404,0.613402,0.145081,-0,0.267853,-21438,12288,-50999,59127,-114359,121140
24.6133,0.346403,-0.0621088,0.622859,0.145081,-0,0.267853,-21917,12468,-51353,59824,-115226,122110
24.6451,0.350622,-0.0624917,0.632198,0.145081,-0,0.267853,-22395,12621,-51705,60539,-116069,123074
24.6769,0.354836,-0.0628625,0.641905,0.146271,-0,0.267853,-22880,12790,-52070,61272,-116923,124045
24.7091,0.359073,-0.0632913,0.651709,0.146271,-0,0.267853,-23368,12924,-52447,62012,-117787,125025
24.7249,0.361116,-0.0635555,0.656593,0.146271,-0,0.267853,-23603,12978,-52639,62383,-118213,125499
24.7571,0.365193,-0.0640365,0.666413,0.146271,-0,0.267853,-24076,13077,-53029,63130,-119047,126460
24.7888,0.369136,-0.0645497,0.676104,0.146271,-0,0.267853,-24534,13148,-53428,63865,-119858,127401
24.8211,0.373082,-0.0650441,0.685823,0.146271,-0,0.267853,-24981,13204,-53819,64621,-120658,128352
24.8534,0.376889,-0.0655166,0.695638,0.146271,-0,0.267853,-25421,13266,-54228,65385,-121424,129291
24.8692,0.378816,-0.0658178,0.700601,0.146271,-0,0.267853,-25639,13275,-54436,65776,-121822,129761
24.901,0.382488,-0.0663369,0.710421,0.146271,-0,0.267853,-26058,13303,-54859,66545,-122568,130687
24.9331,0.386088,-0.0668518,0.720109,0.146271,-0,0.267917,-26466,13310,-55286,67334,-123275,131604
24.9649,0.388826,-0.0667661,0.727925,0.146271,-0,0.266053,-26841,13295,-55698,68112,-123508,132498
24.9971,0.391568,-0.067183,0.735965,0.146271,-0,0.265254,-27084,13265,-56099,68905,-123896,133327
25.0134,0.392728,-0.0674013,0.739571,0.146271,-0,0.265254,-27169,13245,-56288,69302,-124024,133709
25.0451,0.394776,-0.0678409,0.746309,0.146271,-0,0.263283,-27263,13156,-56697,70097,-124179,134497
25.0771,0.396674,-0.0682925,0.752865,0.146271,-0,0.261408,-27324,13018,-57143,70901,-124288,135321
25.1089,0.398348,-0.0688405,0.759605,0.146271,-0,0.261408,-27334,12884,-57635,71715,-124400,136152
25.1411,0.399874,-0.0695458,0.76661,0.146271,-0,0.260524,-27335,12752,-58180,72524,-124570,136942
25.1568,0.400531,-0.0699264,0.770034,0.146271,-0,0.258479,-27335,12709,-58439,72910,-124672,137286
25.1888,0.401782,-0.0708591,0.776141,0.146271,-0,0.258479,-27335,12563,-58949,73679,-124865,137883
25.2209,0.403034,-0.0718653,0.781873,0.146271,-0,0.258479,-27335,12425,-59400,74438,-125087,138386
25.2529,0.404406,-0.0729535,0.787497,0.146271,-0,0.258479,-27367,12312,-59784,75240,-125335,138792
25.2848,0.405843,-0.0738675,0.792699,0.146271,-0,0.258479,-27478,12224,-60072,76033,-125564,139126
25.3011,0.406569,-0.074316,0.79507,0.146271,-0,0.258479,-27545,12168,-60187,76426,-125667,139271
25.3329,0.408013,-0.0751912,0.799254,0.146271,-0,0.258479,-27694,12039,-60373,77216,-125814,139532
25.3647,0.409447,-0.0759657,0.802966,0.146271,-0,0.258479,-27836,11870,-60523,78000,-125910,139834
25.3967,0.41075,-0.0767867,0.806453,0.146271,-0,0.258479,-27963,11706,-60666,78771,-125974,140106
25.4288,0.4119,-0.0777382,0.809622,0.146271,-0,0.258479,-28031,11487,-60848,79552,-125981,140416
25.4448,0.412425,-0.0782684,0.811231,0.146271,-0,0.258479,-28048,11352,-60966,79948,-125980,140590
25.4768,0.413366,-0.0793567,0.814382,0.146271,-0,0.258479,-28063,11050,-61252,80718,-125978,140963
25.5087,0.414105,-0.0806824,0.817058,0.146271,-0,0.258479,-28064,10721,-61566,81484,-125924,141253
25.5407,0.414653,-0.0819599,0.819895,0.146271,-0,0.258479,-28075,10457,-61867,82233,-125867,141515
25.5567,0.414948,-0.0826235,0.82138,0.146271,-0,0.258479,-28098,10344,-61989,82608,-125854,141598
25.5887,0.416546,-0.0835152,0.821183,0.146271,-0,0.258479,-28176,10124,-62178,83345,-125845,141679
