0,1,0,0,0,1,0,0,0,1,-0.99656,-0.057591,0.057817
0.05,1,0,0,0,1,0,0,0,1,-0.99638,-0.060408,0.060646
0.1,1,0,0,0,1,0,0,0,1,-0.9962,-0.063224,0.063474
0.15,1,0,0,0,1,0,0,0,1,-0.99601,-0.06604,0.066302
0.2,1,0,0,0,1,0,0,0,1,-0.99581,-0.068855,0.069131
0.25,1,0,0,0,1,0,0,0,1,-0.9956,-0.071669,0.071959
0.3,1,0,0,0,1,0,0,0,1,-0.99538,-0.074483,0.074788
0.35,1,0,0,0,1,0,0,0,1,-0.99515,-0.077296,0.077616
0.4,1,0,0,0,1,0,0,0,1,-0.99491,-0.080108,0.080445
0.45,1,0,0,0,1,0,0,0,1,-0.99467,-0.082919,0.083273
0.5,1,0,0,0,1,0,0,0,1,-0.99442,-0.08573,0.086101
0.55,1,0,0,0,1,0,0,0,1,-0.99417,-0.088543,0.08893
0.6,1,0,0,0,1,0,0,0,1,-0.99392,-0.091357,0.091758
0.65,1,0,0,0,1,0,0,0,1,-0.99368,-0.094171,0.094587
0.7,1,0,0,0,1,0,0,0,1,-0.99343,-0.096986,0.097415
0.75,1,0,0,0,1,0,0,0,1,-0.99317,-0.099801,0.10024
0.8,1,0,0,0,1,0,0,0,1,-0.99292,-0.10262,0.10307
0.85,1,0,0,0,1,0,0,0,1,-0.99265,-0.10543,0.1059
0.9,1,0,0,0,1,0,0,0,1,-0.99239,-0.10825,0.10873
0.95,1,0,0,0,1,0,0,0,1,-0.99212,-0.11106,0.11156
1,1,0,0,0,1,0,0,0,1,-0.99183,-0.11388,0.11439
1.05,1,0,0,0,1,0,0,0,1,-0.99155,-0.11669,0.11721
1.1,1,0,0,0,1,0,0,0,1,-0.99125,-0.1195,0.12004
1.15,1,0,0,0,1,0,0,0,1,-0.99094,-0.12231,0.12287
1.2,1,0,0,0,1,0,0,0,1,-0.99063,-0.12512,0.1257
1.25,1,0,0,0,1,0,0,0,1,-0.9903,-0.12793,0.12853
1.3,1,0,0,0,1,0,0,0,1,-0.98997,-0.13073,0.13136
1.35,1,0,0,0,1,0,0,0,1,-0.98962,-0.13354,0.13418
1.4,1,0,0,0,1,0,0,0,1,-0.98926,-0.13634,0.13701
1.45,1,0,0,0,1,0,0,0,1,-0.98889,-0.13914,0.13984
1.5,1,0,0,0,1,0,0,0,1,-0.98851,-0.14194,0.14267
1.55,1,0,0,0,1,0,0,0,1,-0.98811,-0.14473,0.1455
1.6,1,0,0,0,1,0,0,0,1,-0.98771,-0.14753,0.14833
1.65,1,0,0,0,1,0,0,0,1,-0.98729,-0.15032,0.15116
1.7,1,0,0,0,1,0,0,0,1,-0.98686,-0.15311,0.15398
1.75,1,0,0,0,1,0,0,0,1,-0.98641,-0.1559,0.15681
1.8,1,0,0,0,1,0,0,0,1,-0.98596,-0.15868,0.15964
1.85,1,0,0,0,1,0,0,0,1,-0.98549,-0.16147,0.16247
1.9,1,0,0,0,1,0,0,0,1,-0.98501,-0.16425,0.1653
1.95,1,0,0,0,1,0,0,0,1,-0.98452,-0.16703,0.16813
2,1,0,0,0,1,0,0,0,1,-0.98401,-0.1698,0.17095
2.05,1,0,0,0,1,0,0,0,1,-0.9835,-0.17258,0.17378
2.1,1,0,0,0,1,0,0,0,1,-0.98298,-0.17535,0.17661
2.15,1,0,0,0,1,0,0,0,1,-0.98244,-0.17812,0.17944
2.2,1,0,0,0,1,0,0,0,1,-0.9819,-0.18089,0.18227
2.25,1,0,0,0,1,0,0,0,1,-0.98134,-0.18366,0.1851
2.3,1,0,0,0,1,0,0,0,1,-0.98078,-0.18642,0.18792
2.35,1,0,0,0,1,0,0,0,1,-0.98021,-0.18919,0.19075
2.4,1,0,0,0,1,0,0,0,1,-0.97964,-0.19195,0.19358
2.45,1,0,0,0,1,0,0,0,1,-0.97906,-0.19471,0.19641
2.5,1,0,0,0,1,0,0,0,1,-0.97847,-0.19747,0.19924
2.55,1,0,0,0,1,0,0,0,1,-0.97788,-0.20023,0.20207
2.6,1,0,0,0,1,0,0,0,1,-0.97728,-0.20299,0.2049
2.65,1,0,0,0,1,0,0,0,1,-0.97669,-0.20575,0.20772
2.7,1,0,0,0,1,0,0,0,1,-0.97609,-0.2085,0.21055
2.75,1,0,0,0,1,0,0,0,1,-0.97549,-0.21126,0.21338
2.8,1,0,0,0,1,0,0,0,1,-0.97489,-0.21402,0.21621
2.85,1,0,0,0,1,0,0,0,1,-0.9743,-0.21679,0.21904
2.9,1,0,0,0,1,0,0,0,1,-0.9737,-0.21955,0.22187
2.95,1,0,0,0,1,0,0,0,1,-0.9731,-0.22231,0.22469
3,1,0,0,0,1,0,0,0,1,-0.97249,-0.22507,0.22752
3.05,1,0,0,0,1,0,0,0,1,-0.97189,-0.22783,0.23035
3.1,1,0,0,0,1,0,0,0,1,-0.97127,-0.23059,0.23318
3.15,1,0,0,0,1,0,0,0,1,-0.97065,-0.23335,0.23601
3.2,1,0,0,0,1,0,0,0,1,-0.97002,-0.23611,0.23884
3.25,1,0,0,0,1,0,0,0,1,-0.96939,-0.23886,0.24166
3.3,1,0,0,0,1,0,0,0,1,-0.96875,-0.24162,0.24449
3.35,1,0,0,0,1,0,0,0,1,-0.96809,-0.24437,0.24732
3.4,1,0,0,0,1,0,0,0,1,-0.96743,-0.24712,0.25015
3.45,1,0,0,0,1,0,0,0,1,-0.96676,-0.24986,0.25298
3.5,1,0,0,0,1,0,0,0,1,-0.96608,-0.25261,0.25581
3.55,1,0,0,0,1,0,0,0,1,-0.96539,-0.25535,0.25864
3.6,1,0,0,0,1,0,0,0,1,-0.96468,-0.25808,0.26146
3.65,1,0,0,0,1,0,0,0,1,-0.96397,-0.26081,0.26429
3.7,1,0,0,0,1,0,0,0,1,-0.96324,-0.26354,0.26712
3.75,1,0,0,0,1,0,0,0,1,-0.9625,-0.26627,0.26995
3.8,1,0,0,0,1,0,0,0,1,-0.96175,-0.26899,0.27278
3.85,1,0,0,0,1,0,0,0,1,-0.96099,-0.27171,0.27561
3.9,1,0,0,0,1,0,0,0,1,-0.96022,-0.27443,0.27843
3.95,1,0,0,0,1,0,0,0,1,-0.95943,-0.27714,0.28126
4,1,0,0,0,1,0,0,0,1,-0.95864,-0.27984,0.28409
4.05,1,0,0,0,1,0,0,0,1,-0.95783,-0.28255,0.28692
4.1,1,0,0,0,1,0,0,0,1,-0.95701,-0.28525,0.28975
4.15,1,0,0,0,1,0,0,0,1,-0.95617,-0.28794,0.29258
4.2,1,0,0,0,1,0,0,0,1,-0.95533,-0.29064,0.29541
4.25,1,0,0,0,1,0,0,0,1,-0.95448,-0.29333,0.29823
4.3,1,0,0,0,1,0,0,0,1,-0.95361,-0.29601,0.30106
4.35,1,0,0,0,1,0,0,0,1,-0.95274,-0.2987,0.30389
4.4,1,0,0,0,1,0,0,0,1,-0.95186,-0.30138,0.30672
4.45,1,0,0,0,1,0,0,0,1,-0.95096,-0.30405,0.30955
4.5,1,0,0,0,1,0,0,0,1,-0.95006,-0.30673,0.31238
4.55,1,0,0,0,1,0,0,0,1,-0.94916,-0.3094,0.3152
4.6,1,0,0,0,1,0,0,0,1,-0.94824,-0.31207,0.31803
4.65,1,0,0,0,1,0,0,0,1,-0.94732,-0.31474,0.32086
