0,0,0,0
0.12341,-0.0012341,0.14141,0.14142
0.24683,-0.0037019,0.14137,0.14142
0.37024,-0.0061686,0.14128,0.14142
0.49365,-0.0086335,0.14116,0.14142
0.61707,-0.011096,0.14098,0.14142
0.74048,-0.013554,0.14077,0.14142
0.86389,-0.016009,0.14051,0.14142
0.98731,-0.018459,0.14021,0.14142
1.1107,-0.020903,0.13987,0.14142
1.2341,-0.023341,0.13948,0.14142
1.3575,-0.025772,0.13905,0.14142
1.481,-0.028195,0.13858,0.14142
1.6044,-0.030609,0.13807,0.14142
1.7278,-0.033014,0.13751,0.14142
1.8512,-0.035409,0.13692,0.14142
1.9746,-0.037793,0.13628,0.14142
2.098,-0.040165,0.1356,0.14142
2.2214,-0.042526,0.13487,0.14142
2.3449,-0.044873,0.13411,0.14142
2.4683,-0.047207,0.13331,0.14142
2.5917,-0.049526,0.13246,0.14142
2.7151,-0.05183,0.13158,0.14142
2.8385,-0.054119,0.13065,0.14142
2.9619,-0.056391,0.12969,0.14142
3.0853,-0.058646,0.12869,0.14142
3.2087,-0.060883,0.12764,0.14142
3.3322,-0.063101,0.12656,0.14142
3.4556,-0.0653,0.12544,0.14142
3.579,-0.06748,0.12428,0.14142
3.7024,-0.069638,0.12309,0.14142
3.8258,-0.071776,0.12185,0.14142
3.9492,-0.073892,0.12058,0.14142
4.0726,-0.075985,0.11927,0.14142
4.1961,-0.078055,0.11793,0.14142
4.3195,-0.080101,0.11655,0.14142
4.4429,-0.082123,0.11513,0.14142
4.5663,-0.08412,0.11368,0.14142
4.6897,-0.086091,0.1122,0.14142
4.8131,-0.088036,0.11068,0.14142
4.9365,-0.089954,0.10912,0.14142
5.06,-0.091845,0.10754,0.14142
5.1834,-0.093707,0.10592,0.14142
5.3068,-0.095542,0.10427,0.14142
5.4302,-0.097347,0.10258,0.14142
5.5536,-0.099122,0.10087,0.14142
5.677,-0.10087,0.099122,0.14142
5.8004,-0.10258,0.097347,0.14142
5.9238,-0.10427,0.095542,0.14142
6.0473,-0.10592,0.093707,0.14142
6.1707,-0.10754,0.091845,0.14142
6.2941,-0.10912,0.089954,0.14142
6.4175,-0.11068,0.088036,0.14142
6.5409,-0.1122,0.086091,0.14142
6.6643,-0.11368,0.08412,0.14142
6.7877,-0.11513,0.082123,0.14142
6.9112,-0.11655,0.080101,0.14142
7.0346,-0.11793,0.078055,0.14142
7.158,-0.11927,0.075985,0.14142
7.2814,-0.12058,0.073892,0.14142
7.4048,-0.12185,0.071776,0.14142
7.5282,-0.12309,0.069638,0.14142
7.6516,-0.12428,0.06748,0.14142
7.775,-0.12544,0.0653,0.14142
7.8985,-0.12656,0.063101,0.14142
8.0219,-0.12764,0.060883,0.14142
8.1453,-0.12869,0.058646,0.14142
8.2687,-0.12969,0.056391,0.14142
8.3921,-0.13065,0.054119,0.14142
8.5155,-0.13158,0.05183,0.14142
8.6389,-0.13246,0.049526,0.14142
8.7624,-0.13331,0.047207,0.14142
8.8858,-0.13411,0.044873,0.14142
